Run,Stimulus,Condition,Code,Catch,Break,Responses,Timing
3,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Left,1,0,0,0,2.9664927000412717
3,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Left.png,0247_Left,11,0,0,0,2.9665002999827266
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Left.png,0112_Left,5,0,0,0,2.9665246999938972
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Right.png,0202_Right,10,0,1,0,2.966087900043931
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Right.png,0247_Right,12,0,0,0,2.9665158999850973
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Right.png,0157_Right,8,0,0,0,2.9663271000026725
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Left.png,0292_Left,13,0,0,0,2.966551699966658
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Right.png,0022_Right,2,0,0,0,2.965914700005669
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Left.png,0157_Left,7,0,0,0,2.9663209000136703
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Right.png,0112_Right,6,0,0,0,2.966545599978417
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Left.png,0067_Left,3,0,0,0,2.9664802000042982
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Left.png,0292_Left,17,1,0,0,2.9664838000317104
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Right.png,0067_Right,4,0,0,0,2.966496000008192
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Left.png,0202_Left,9,0,0,0,2.9663080000318587
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Right.png,0292_Right,14,0,1,0,2.9665347000118345
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Left.png,0337_Left,15,0,0,0,2.9665367000270635
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Left.png,0247_Left,11,0,0,0,2.966513200022746
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Left,1,0,0,0,2.965940000023693
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Right,17,1,0,0,2.9663352000061423
4,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Right.png,0337_Right,16,0,0,0,2.966523400042206
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Left,1,0,0,0,2.9665501000126824
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Left.png,0157_Left,7,0,0,0,2.9658024000236765
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Left.png,0067_Left,3,0,0,0,2.966538999986369
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Left.png,0292_Left,13,0,0,0,2.966526000003796
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Right.png,0157_Right,8,0,0,0,2.9663223000243306
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Left.png,0202_Left,9,0,1,0,2.966533300001174
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Right.png,0067_Right,4,0,0,0,2.9663316000369377
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Right.png,0112_Right,6,0,0,0,2.9665755999740213
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Right.png,0337_Right,16,0,0,0,2.9663311000331305
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Right.png,0292_Right,14,0,0,0,2.9665179000003263
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Right.png,0022_Right,2,0,0,0,2.9664991999743506
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Left.png,0112_Left,5,0,0,0,2.966317699989304
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Left.png,0337_Left,15,0,0,0,2.966540299996268
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Left.png,0202_Left,17,1,0,0,2.966483700030949
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Right.png,0247_Right,12,0,0,0,2.966278699983377
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Right.png,0202_Right,10,0,0,0,2.9665996999829076
5,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Left.png,0247_Left,11,0,1,0,2.9664819999597967
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Left.png,0292_Left,13,0,0,0,2.966532099992037
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Right.png,0202_Right,10,0,0,0,2.9665286000235938
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Left.png,0112_Left,5,0,0,0,2.9665834000334144
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Right.png,0067_Right,4,0,0,0,2.966472400003113
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Right.png,0157_Right,17,1,0,0,2.9664598000235856
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Right.png,0292_Right,14,0,0,0,2.9665369000285864
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Left.png,0202_Left,9,0,0,0,2.966528799966909
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Left.png,0157_Left,7,0,0,0,2.9663150000269525
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Left.png,0247_Left,11,0,0,0,2.9665515000233427
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Left.png,0337_Left,15,0,0,0,2.9660951000405475
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Right.png,0247_Right,12,0,1,0,2.966519400011748
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Left,1,0,0,0,2.966358100005891
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Right,17,1,0,0,2.9660065000061877
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Right.png,0112_Right,6,0,0,0,2.966317499987781
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Right.png,0157_Right,8,0,0,0,2.966519800014794
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Left.png,0067_Left,3,0,0,0,2.9659000000101514
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Right.png,0022_Right,2,0,0,0,2.966261600027792
6,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Right.png,0337_Right,16,0,0,0,2.9665322999935597
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Left.png,0247_Left,11,0,0,0,2.966520500020124
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Right.png,0247_Right,12,0,0,0,2.966411800007336
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0247_Right.png,0247_Right,17,1,0,0,2.966556200000923
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Left.png,0112_Left,5,0,0,0,2.96652679995168
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Right.png,0202_Right,10,0,1,0,2.9665128000197
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Left.png,0337_Left,15,0,0,0,2.966326299996581
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Right.png,0067_Right,4,0,0,0,2.9665262999478728
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Left.png,0022_Left,1,0,0,0,2.9665145999751985
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Left.png,0292_Left,13,0,0,0,2.966510300000664
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Left.png,0157_Left,7,0,0,0,2.966328800015617
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Left.png,0022_Right,17,1,0,0,2.9665632999967784
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0157_Right.png,0157_Right,8,0,0,0,2.966298400016967
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0112_Right.png,0112_Right,6,0,0,0,2.9665428000153042
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0337_Right.png,0337_Right,16,0,0,0,2.9665282999631017
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0067_Left.png,0067_Left,3,0,0,0,2.9663123000063933
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0202_Left.png,0202_Left,9,0,0,0,2.9663094999850728
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0292_Right.png,0292_Right,14,0,0,0,2.9665379999787547
7,/Users/montesinossl/desktop/BlenderExp/Stimuli/0022_Right.png,0022_Right,2,0,0,0,2.966311600001063
